ObsArea_Code,Global_Standard,Plot_ID,EO_ID,LAT,LONG,Notes,Formation,Plots_Sname,ObsArea_Name,EcoRegionL3,ecoReg_ecoObs,date,N,Nnat,MeanC,NativeMeanC,FQI,NativeFQI,AdjFQI,PSI,CWMeanC,CWNativeMeanC,CWFQI,CWNativeFQI,CWAdjFQI,RelativeNativeCover,TotalNonNativeCover,TotalNativeCover,VMMI,relativeNativeMonocotCover,countTolerantSpecies,N.OLD.CoC,Nnat.OLD.CoC,MeanC.OLD.CoC,NativeMeanC.OLD.CoC,FQI.OLD.CoC,NativeFQI.OLD.CoC,AdjFQI.OLD.CoC,PSI.OLD.CoC,CWMeanC.OLD.CoC,CWNativeMeanC.OLD.CoC,CWFQI.OLD.CoC,CWNativeFQI.OLD.CoC,CWAdjFQI.OLD.CoC,RelativeNativeCover.OLD.CoC,TotalNonNativeCover.OLD.CoC,TotalNativeCover.OLD.CoC,VMMI.OLD.CoC,relativeNativeMonocotCover.OLD.CoC,countTolerantSpecies.OLD.CoC,SIZE_RATING_CD,CONDITION_RATING_CD,LAND_CONTEXT_RATING_CD,OVERALL_EO_RANK,ELEMENT_GLOBAL_ID,ELCODE,SCIENTIFIC_NAME,COLLOQUIAL_NAME,CONCATENATED_CD,CLASS_CODE,SUBCLASS_CODE,FORMATION_CODE,DIVISION_CODE,CLASS,SUBCLASS,FORMATION,DIVISION_KEY,DIVISION,MACROGROUP_KEY,MACROGROUP_NAME,GROUP_KEY,GROUP_NAME,ALLIANCE_KEY,ALLIANCE_NAME,SORT,TRANSLATED_NAME,COMMON_NAME
VT666,CEGL006513 ; CEGL006302,666,699,44.3649,-72.353,From NC EO,Open Acidic Peatlands,Poor Fen,Richard's Bog; plot #1; town of MARSHFIELD,58,58,7/13/2009,4,4,5.25,5.25,10.5,10.5,52.5,2.625,5.720930233,5.720930233,11.44186047,11.44186047,57.20930233,1,0,86,,,1,4,4,4,4,8,8,40,2,4.44,4.44,8.88,8.88,44.42,1,0,86,48.96,0,3,D,C,B,C,685030,CEGL006513,Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum Acidic Peatland,Leatherleaf Boggy Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceChamaedaphne calyculata / Eriophorum virginicum / Sphagnum r,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT667,CEGL006524,667,6498,44.6858,-71.6588,From NC EO,Open Acidic Peatlands,Poor Fen,West Mountain Pond Bog; plot #1; town of MAIDSTONE,58,58,6/30/2009,10,10,7.5,7.5,23.71708245,23.71708245,75,2.371708245,8.125,8.125,25.69350599,25.69350599,81.25,1,0,80,,,0,10,10,7.6,7.6,24.03,24.03,76,2.4,7.95,7.95,25.14,25.14,79.5,1,0,80,62.88,0,1,D,B,A,BC,685752,CEGL006524,"Carex (oligosperma, exilis) - Chamaedaphne calyculata Shrub Acidic Peatland",Few-seed Sedge - Leatherleaf Fen,2.C.2.Na.1.a,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G748,Eastern North American Boreal Bog & Acidic Fen,A3480,Carex oligosperma - Carex lasiocarpa Acidic Graminoid Bog & Fen Alliance,"2.C.2.Na.1.aNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Boreal Bog & Acidic FenCarex oligosperma - Carex lasiocarpa Acidic Graminoid Bog & Fen AllianceCarex (oligosperma, exilis) - Chamaedaphne calyculata Shrub Acidic Peatland",Few-seed Sedge - Woolly-fruit Sedge Acidic Graminoid Bog & Fen Alliance,Eastern Acidic Graminoid Bog & Fen
VT668,CEGL006513,668,9764,44.5563,-71.8338,From NC EO,Open Acidic Peatlands,Poor Fen,Umpire Brook Bog; plot #1; town of VICTORY,58,58,7/28/2009,8,8,7.625,7.625,21.56675683,21.56675683,76.25,2.695844603,6.707482993,6.707482993,18.97162684,18.97162684,67.07482993,1,0,147,,,0,8,8,7.5,7.5,21.21,21.21,75,2.65,6.12,6.12,17.3,17.3,61.16,1,0,147,60.65,0,1,B,A,A,A,685030,CEGL006513,Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum Acidic Peatland,Leatherleaf Boggy Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceChamaedaphne calyculata / Eriophorum virginicum / Sphagnum r,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT669,CEGL006513,669,9764,44.5563,-71.8338,From NC EO,Open Acidic Peatlands,Dwarf Shrub Bog,Umpire Brook Bog; plot #2; town of VICTORY,58,58,7/20/2009,9,9,7,7,21,21,70,2.333333333,6.056872038,6.056872038,18.17061611,18.17061611,60.56872038,1,0,105.5,,,0,9,9,7.22,7.22,21.67,21.67,72.22,2.41,5.17,5.17,15.5,15.5,51.66,1,0,105.5,61.01,0,1,B,A,A,A,685030,CEGL006513,Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum Acidic Peatland,Leatherleaf Boggy Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceChamaedaphne calyculata / Eriophorum virginicum / Sphagnum r,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT670,CEGL006302,670,5672,44.4313,-72.4646,From NC EO,Open Acidic Peatlands,Poor Fen,Smith Pond Fen; plot #1; town of WOODBURY,58,58,8/1/2009,11,11,6.909090909,6.909090909,22.91486219,22.91486219,69.09090909,2.08316929,7.482269504,7.482269504,24.81588052,24.81588052,74.82269504,1,0,70.5,,,1,11,10,7,7.7,23.22,24.35,73.42,2.21,7.85,7.91,26.04,25,75.39,0.99,0.5,70,62.05,0,1,B,A,B,AB,683438,CEGL006302,"Myrica gale - Chamaedaphne calyculata / Carex (lasiocarpa, utriculata) - Utricularia spp. Fen",Medium Fen,2.C.2.Na.2.a,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M877,North American Boreal & Subboreal Alkaline Fen,G185,Eastern North American Subboreal Alkaline Fen,A3477,Betula pumila - Chamaedaphne calyculata - Myrica gale Shrub Fen Alliance,"2.C.2.Na.2.aNorth American Boreal & Subboreal Alkaline FenEastern North American Subboreal Alkaline FenBetula pumila - Chamaedaphne calyculata - Myrica gale Shrub Fen AllianceMyrica gale - Chamaedaphne calyculata / Carex (lasiocarpa, utriculata) - Utricul",Bog Birch - Leatherleaf - Shrubby-cinquefoil Shrub Fen Alliance,Eastern Boreal Medium Rich Shrub Fen
VT672,CEGL006135,672,9807,44.3924,-71.937,From NC EO,Open Acidic Peatlands,Dwarf Shrub Bog,Duck Pond Bog; plot #1; town of WATERFORD,58,58,9/25/2007,11,11,7,7,23.21637353,23.21637353,70,2.110579412,6.795937211,6.795937211,22.53957383,22.53957383,67.95937211,1,0,108.3,,,0,11,11,7.36,7.36,24.42,24.42,73.64,2.22,6.6,6.6,21.9,21.9,66.03,1,0,108.3,63.18,0,1,D,A,B,BC,731316,CEGL006135,Sphagnum rubellum - Vaccinium oxycoccos Fen,Oligotrophic Peatland Moss Lawn,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3451,Sphagnum rubellum - Rhynchospora alba Subboreal Graminoid-Moss Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenSphagnum rubellum - Rhynchospora alba Subboreal Graminoid-Moss Fen AllianceSphagnum rubellum - Vaccinium oxycoccos Fen,Red Peatmoss - White Beaksedge Subboreal Graminoid-Moss Fen Alliance,Subboreal Graminoid-Moss Fen
VT673,CEGL002485,673,8562,44.5215,-71.7912,From NC EO,Open Acidic Peatlands,Black Spruce Woodland Bog,Victory Bog; plot #1; town of VICTORY,58,58,7/13/2007,14,14,7,7,26.19160171,26.19160171,70,1.870828693,7.138461538,7.138461538,26.70967735,26.70967735,71.38461538,1,0,130,,,1,14,14,7.57,7.57,28.33,28.33,75.71,2.02,7.64,7.64,28.58,28.58,76.38,1,0,130,65.65,0,2,B,A,A,A,686898,CEGL002485,Picea mariana / Ledum groenlandicum / Carex trisperma / Sphagnum spp. Open Bog Woodland,Black Spruce Open Bog Woodland,2.C.2.Na.1.a,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G748,Eastern North American Boreal Bog & Acidic Fen,A3836,Picea mariana / Sphagnum spp. Eastern Boreal Treed Bog Alliance,2.C.2.Na.1.aNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Boreal Bog & Acidic FenPicea mariana / Sphagnum spp. Eastern Boreal Treed Bog AlliancePicea mariana / Ledum groenlandicum / Carex trisperma / Sphagnum spp. Open Bog Woodl,Black Spruce / Peatmoss species Eastern Boreal Treed Bog Alliance,Eastern Boreal Black Spruce Treed Bog
VT674,CEGL006225,674,2282,44.060139,-72.824972,Map from Access. Corrected mapping. ,Open Acidic Peatlands,Dwarf Shrub Bog,Victory Bog; Victory Basin; plot #2; town of VICTORY,58,58,7/13/2007,9,9,7.555555556,7.555555556,22.66666667,22.66666667,75.55555556,2.518518519,6.730769231,6.730769231,20.19230769,20.19230769,67.30769231,1,0,130,,,0,9,9,7.89,7.89,23.67,23.67,78.89,2.63,6.64,6.64,19.92,19.92,66.38,1,0,130,63.21,0,0,C,A,A,A,685409,CEGL006225,Kalmia angustifolia - Chamaedaphne calyculata - (Picea mariana) / Cladina spp. Acidic Peatland,Raised Dwarf-shrub Bog,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceKalmia angustifolia - Chamaedaphne calyculata - (Picea maria,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT675,CEGL006513,675,9766,44.53125,-72.178472,Map from Access,Open Acidic Peatlands,leatherleaf boggy fen,West Stannard Pond; town of STANNARD,58,58,8/24/2007,17,17,5.823529412,5.823529412,24.01102688,24.01102688,58.23529412,1.412413346,6.240947077,6.240947077,25.732084,25.732084,62.40947077,1,0,143.6000004,,,3,17,16,5.94,6.31,24.5,25.25,61.24,1.49,6.34,6.57,26.14,26.27,63.72,0.97,5,138.6,59.87,0,5,C,A,A,A,685030,CEGL006513,Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum Acidic Peatland,Leatherleaf Boggy Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceChamaedaphne calyculata / Eriophorum virginicum / Sphagnum r,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT676,CEGL006513,676,9772,44.523167,-72.197444,Map from Access,Open Acidic Peatlands,Poor Fen,Bog Brook Wetlands; town of STANNARD,58,58,8/20/2007,16,16,7,7,28,28,70,1.75,6.623563218,6.623563218,26.49425287,26.49425287,66.23563218,1,0,174,,,1,16,15,7.06,7.53,28.25,29.18,72.94,1.82,6.3,6.9,25.21,26.71,66.77,0.91,15,159,62.8,0,3,D,B,A,B,685030,CEGL006513,Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum Acidic Peatland,Leatherleaf Boggy Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceChamaedaphne calyculata / Eriophorum virginicum / Sphagnum r,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT678,CEGL006514 ; CEGL006225,678,4491,44.865333,-71.907778,Map from Access,Open Acidic Peatlands,Dwarf Shrub Bog,Pherrins Bog; Pherrins River Wetland Complex South; town of MORGAN,58,58,8/10/2007,8,8,6.875,6.875,19.44543648,19.44543648,68.75,2.43067956,7.064864865,7.064864865,19.98245542,19.98245542,70.64864865,1,0,92.5,,,0,8,8,6.88,6.88,19.45,19.45,68.75,2.43,6.49,6.49,18.35,18.35,64.86,1,0,92.5,58.63,0,2,C,A,B,B,688461,CEGL006514,Rhododendron canadense - Chamaedaphne calyculata Acidic Peatland,Near-Boreal Dwarf-shrub Poor Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceRhododendron canadense - Chamaedaphne calyculata Acidic Peat,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT679,CEGL006513 ; CEGL006225,679,3050,44.579611,-71.742389,Map from Access,Open Acidic Peatlands,leatherleaf boggy fen,Mud Pond-Granby; town of GRANBY,58,58,7/6/2007,10,10,7.1,7.1,22.45217139,22.45217139,71,2.245217139,6.92,6.92,21.88296141,21.88296141,69.2,1,0,125,,,0,10,10,7.5,7.5,23.72,23.72,75,2.37,7.13,7.13,22.54,22.54,71.28,1,0,125,62.63,0,1,C,B,B,B,685030,CEGL006513,Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum Acidic Peatland,Leatherleaf Boggy Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceChamaedaphne calyculata / Eriophorum virginicum / Sphagnum r,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT680,CEGL002485,680,4524,44.952167,-72.882278,Map from Access,Open Acidic Peatlands,Black Spruce Woodland Bog,Lake Carmi Bog; town of FRANKLIN,58,58,8/14/2007,14,14,6.857142857,6.857142857,25.65707922,25.65707922,68.57142857,1.832648516,6.996309963,6.996309963,26.17779485,26.17779485,69.96309963,1,0,135.5,,,1,14,14,7.29,7.29,27.26,27.26,72.86,1.95,7.38,7.38,27.61,27.61,73.8,1,0,135.5,64.8,0,2,A,A,B,A,686898,CEGL002485,Picea mariana / Ledum groenlandicum / Carex trisperma / Sphagnum spp. Open Bog Woodland,Black Spruce Open Bog Woodland,2.C.2.Na.1.a,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G748,Eastern North American Boreal Bog & Acidic Fen,A3836,Picea mariana / Sphagnum spp. Eastern Boreal Treed Bog Alliance,2.C.2.Na.1.aNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Boreal Bog & Acidic FenPicea mariana / Sphagnum spp. Eastern Boreal Treed Bog AlliancePicea mariana / Ledum groenlandicum / Carex trisperma / Sphagnum spp. Open Bog Woodl,Black Spruce / Peatmoss species Eastern Boreal Treed Bog Alliance,Eastern Boreal Black Spruce Treed Bog
VT681,CEGL006513,681,9785,44.953306,-72.880306,Map from Access,Open Acidic Peatlands,near boreal dwarf shrub poor fen,Lake Carmi Bog; town of FRANKLIN,58,58,8/14/2007,11,11,6.727272727,6.727272727,22.3118395,22.3118395,67.27272727,2.028349045,6.378151261,6.378151261,21.15393459,21.15393459,63.78151261,1,0,59.5,,,1,11,11,6.73,6.73,22.31,22.31,67.27,2.03,6.41,6.41,21.27,21.27,64.12,1,0,59.5,60.27,0,3,B,B,B,B,685030,CEGL006513,Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum Acidic Peatland,Leatherleaf Boggy Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceChamaedaphne calyculata / Eriophorum virginicum / Sphagnum r,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
VT682,CEGL006524,682,9701,44.814278,-72.995111,Map from Access,Open Acidic Peatlands,leatherleaf boggy fen,Dead Creek Fen; town of FAIRFIELD,58,58,7/30/2007,7,7,5.714285714,5.714285714,15.11857892,15.11857892,57.14285714,2.159796989,6.340365682,6.340365682,16.77503082,16.77503082,63.40365682,1,0,71.1,,,1,7,7,4.86,4.86,12.85,12.85,48.57,1.84,5.28,5.28,13.98,13.98,52.84,1,0,71.1,52.79,0,3,A,B,B,A,685752,CEGL006524,"Carex (oligosperma, exilis) - Chamaedaphne calyculata Shrub Acidic Peatland",Few-seed Sedge - Leatherleaf Fen,2.C.2.Na.1.a,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G748,Eastern North American Boreal Bog & Acidic Fen,A3480,Carex oligosperma - Carex lasiocarpa Acidic Graminoid Bog & Fen Alliance,"2.C.2.Na.1.aNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Boreal Bog & Acidic FenCarex oligosperma - Carex lasiocarpa Acidic Graminoid Bog & Fen AllianceCarex (oligosperma, exilis) - Chamaedaphne calyculata Shrub Acidic Peatland",Few-seed Sedge - Woolly-fruit Sedge Acidic Graminoid Bog & Fen Alliance,Eastern Acidic Graminoid Bog & Fen
VT683,CEGL006135,683,3521,44.780139,-73.005972,Map from Access,Open Acidic Peatlands,oligotrophic peatland moss lawn,Fairfield Fen South; plot #2; town of FAIRFIELD,58,58,7/28/2007,10,10,7.1,7.1,22.45217139,22.45217139,71,2.245217139,6.543103448,6.543103448,20.69110986,20.69110986,65.43103448,1,0,116,,,0,10,10,7.3,7.3,23.08,23.08,73,2.31,6.22,6.22,19.68,19.68,62.24,1,0,116,62.13,0,1,C,B,B,B,731316,CEGL006135,Sphagnum rubellum - Vaccinium oxycoccos Fen,Oligotrophic Peatland Moss Lawn,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3451,Sphagnum rubellum - Rhynchospora alba Subboreal Graminoid-Moss Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenSphagnum rubellum - Rhynchospora alba Subboreal Graminoid-Moss Fen AllianceSphagnum rubellum - Vaccinium oxycoccos Fen,Red Peatmoss - White Beaksedge Subboreal Graminoid-Moss Fen Alliance,Subboreal Graminoid-Moss Fen
VT684,CEGL006135,684,3521,44.779278,-73.006806,Map from Access,Open Acidic Peatlands,leatherleaf boggy fen,Fairfield Bog South; plot #1; town of FAIRFIELD,58,58,7/28/2007,21,21,6.857142857,6.857142857,31.42337619,31.42337619,68.57142857,1.496351247,6.924831081,6.924831081,31.7335626,31.7335626,69.24831081,1,0,118.4000002,,,1,21,21,7,7,32.08,32.08,70,1.53,6.96,6.96,31.9,31.9,69.62,1,0,118.4,67.36,0,4,C,B,B,B,731316,CEGL006135,Sphagnum rubellum - Vaccinium oxycoccos Fen,Oligotrophic Peatland Moss Lawn,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3451,Sphagnum rubellum - Rhynchospora alba Subboreal Graminoid-Moss Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenSphagnum rubellum - Rhynchospora alba Subboreal Graminoid-Moss Fen AllianceSphagnum rubellum - Vaccinium oxycoccos Fen,Red Peatmoss - White Beaksedge Subboreal Graminoid-Moss Fen Alliance,Subboreal Graminoid-Moss Fen
VT685,CEGL006514,685,9777,44.103389,-73.044917,Map from Access,Open Acidic Peatlands,Dwarf Shrub Bog,North Pond Bristol; town of BRISTOL,58,58,10/17/2007,10,10,6.3,6.3,19.92234926,19.92234926,63,1.992234926,6.586666667,6.586666667,20.82886885,20.82886885,65.86666667,1,0,150,,,1,10,10,6.4,6.4,20.24,20.24,64,2.02,6.2,6.2,19.61,19.61,62,1,0,150,59.25,0,2,C,A,A,A,688461,CEGL006514,Rhododendron canadense - Chamaedaphne calyculata Acidic Peatland,Near-Boreal Dwarf-shrub Poor Fen,2.C.2.Na.1.b,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G745,Eastern North American Subboreal Bog & Acidic Fen,A3450,Chamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen Alliance,2.C.2.Na.1.bNorth American Boreal & Subboreal Bog & Acidic FenEastern North American Subboreal Bog & Acidic FenChamaedaphne calyculata / Carex lasiocarpa Subboreal Acidic Shrub Bog & Fen AllianceRhododendron canadense - Chamaedaphne calyculata Acidic Peat,Leatherleaf / Woolly-fruit Sedge Subboreal Acidic Shrub Bog & Fen Alliance,Subboreal Leatherleaf Acidic Shrub Bog & Fen
